nct_id,is_fda_regulated,is_section_801
NCT01412697,false,
NCT01412593,false,
NCT01409707,false,
NCT01408238,false,
NCT01407328,false,
NCT01407016,false,
NCT01406236,false,
NCT01404182,false,
NCT01403831,false,
NCT01403077,false,
NCT01402960,false,
NCT01402102,false,
NCT01401582,false,
NCT01399606,false,
NCT01399424,false,
NCT01399021,false,
NCT01396603,false,
NCT01398553,false,
NCT01398020,false,
NCT01397383,false,
NCT01397110,false,
NCT01396772,false,
NCT01395446,false,
NCT01395433,false,
NCT01395121,false,
NCT01394913,false,
NCT01394354,false,
NCT01393262,false,
NCT01391663,false,
NCT01390922,false,
NCT01388426,false,
NCT01388270,false,
NCT01387893,false,
NCT01386879,false,
NCT01385826,false,
NCT01385436,false,
NCT01384838,false,
NCT01384266,false,
NCT01384175,false,
NCT01380951,false,
NCT01380860,false,
NCT01380821,false,
NCT01379833,false,
NCT01379664,false,
NCT01378585,false,
NCT01378559,false,
NCT01375907,false,
NCT01371591,false,
NCT01370681,false,
NCT01367743,false,
NCT01366846,false,
NCT01365832,false,
NCT01364779,false,
NCT01363791,false,
NCT01363193,false,
NCT01360879,false,
NCT01360463,false,
NCT01360385,false,
NCT01358812,false,
NCT01356446,false,
NCT01354652,false,
NCT01353573,false,
NCT01353430,false,
NCT01351987,false,
NCT01349842,false,
NCT01349712,false,
NCT01346423,false,
NCT01344291,false,
NCT01343095,false,
NCT01342809,false,
NCT01339975,false,
NCT01340521,false,
NCT01339377,false,
NCT01336478,false,
NCT01336400,false,
NCT01335841,false,
NCT01335672,false,
NCT01334775,false,
NCT01334086,false,
NCT01332500,false,
NCT01332071,false,
NCT01330420,false,
NCT01326611,false,
NCT01327261,false,
NCT01325818,false,
NCT01325259,false,
NCT01324167,false,
NCT01324063,false,
NCT01322906,false,
NCT01321905,false,
NCT01320124,false,
NCT01318070,false,
NCT01317433,false,
NCT01315964,false,
NCT01315756,false,
NCT01315548,false,
NCT01315496,false,
NCT01314885,false,
NCT01314690,false,
NCT01313611,false,
NCT01311583,false,
NCT01310400,false,
NCT01310257,false,
NCT01309347,false,
NCT01308710,false,
NCT01305902,false,
NCT01305876,false,
NCT01305044,false,
NCT01304680,false,
NCT01304407,false,
NCT01304212,false,
NCT01303913,false,
NCT01301898,false,
NCT01301625,false,
NCT01301378,false,
NCT01301313,false,
NCT01300754,false,
NCT01300117,false,
NCT01300091,false,
NCT01298414,false,
NCT01298349,false,
NCT01297374,false,
NCT01294254,false,
NCT01293526,false,
NCT01292018,false,
NCT01289691,false,
NCT01288339,false,
NCT01287689,false,
NCT01285232,false,
NCT01284010,false,
NCT01282931,false,
NCT01283659,false,
NCT01282788,false,
NCT01282736,false,
NCT01281605,false,
NCT01280253,false,
NCT01278589,false,
NCT01278550,false,
NCT01278537,false,
NCT01277224,false,
NCT01278225,false,
NCT01277978,false,
NCT01277536,false,
NCT01277016,false,
NCT01276730,false,
NCT01274234,false,
NCT01273844,false,
NCT01272167,false,
NCT01271894,false,
NCT01269216,false,
NCT01267968,false,
NCT01267474,false,
NCT01266421,false,
NCT01264978,false,
NCT01264107,false,
NCT01263132,false,
NCT01261936,false,
NCT01260558,false,
NCT01259167,false,
NCT01258946,false,
NCT01258829,false,
NCT01257087,false,
NCT01253057,false,
NCT01252576,false,
NCT01251289,false,
NCT01251081,false,
NCT01250964,false,
NCT01249976,false,
NCT01249911,false,
NCT01249677,false,
NCT01247779,false,
NCT01246492,false,
NCT01245608,false,
NCT01244386,false,
NCT01242449,false,
NCT01241682,false,
NCT01241565,false,
NCT01241266,false,
NCT01237522,false,
NCT01240603,false,
NCT01240525,false,
NCT01240291,false,
NCT01239862,false,
NCT01239173,false,
NCT01238432,false,
NCT01236742,false,
NCT01234103,false,
NCT01233843,false,
NCT01233817,false,
NCT01233063,false,
NCT01232530,false,
NCT01231464,false,
NCT01231113,false,
NCT01230138,false,
NCT01229826,false,
NCT01227603,false,
NCT01224704,false,
NCT01223976,false,
NCT01223599,false,
NCT01222910,false,
NCT01220622,false,
NCT01219894,false,
NCT01217983,false,
NCT01216839,false,
NCT01215461,false,
NCT01215305,false,
NCT01214096,false,
NCT01213927,false,
NCT01213745,false,
NCT01213420,false,
NCT01211275,false,
NCT01210937,false,
NCT01208740,false,
NCT01207336,false,
NCT01206712,false,
NCT01205958,false,
NCT01204840,false,
NCT01204502,false,
NCT01202643,false,
NCT01202305,false,
NCT01201395,false,
NCT01200056,false,
NCT01197430,false,
NCT01195844,false,
NCT01195610,false,
NCT01195402,false,
NCT01192282,false,
NCT01190579,false,
NCT01190436,false,
NCT01189292,false,
NCT01188538,false,
NCT01188447,false,
NCT01187862,false,
NCT01186354,false,
NCT00746213,false,
NCT01184456,false,
NCT01183052,false,
NCT01183026,false,
NCT01182714,false,
NCT01182532,false,
NCT01181817,false,
NCT01180751,false,
NCT01180725,false,
NCT01180491,false,
NCT01178307,false,
NCT01174966,false,
NCT01174615,false,
NCT01174342,false,
NCT01172925,false,
NCT01172548,false,
NCT01171937,false,
NCT01170715,false,
NCT01169623,false,
NCT01168726,false,
NCT01163734,false,
NCT01162512,false,
NCT01162109,false,
NCT01161693,false,
NCT01161212,false,
NCT01160081,false,
NCT00685542,false,
NCT01159080,false,
NCT01158937,false,
NCT01157325,false,
NCT01156610,false,
NCT01155973,false,
NCT01155310,false,
NCT01153074,false,
NCT01151254,false,
NCT01151202,false,
NCT01150487,false,
NCT01150006,false,
NCT01149317,false,
NCT01148654,false,
NCT01148264,false,
NCT01147705,false,
NCT01146769,false,
NCT01144585,false,
NCT01144195,false,
NCT01143753,false,
NCT01141114,false,
NCT01140464,false,
NCT01139606,false,
NCT01138293,false,
NCT01134497,false,
NCT01132651,false,
NCT01130337,false,
NCT01129115,false,
NCT01127750,false,
NCT01127334,false,
NCT01126463,false,
NCT01126073,false,
NCT01125384,false,
NCT01124253,false,
NCT01122472,false,
NCT01121822,false,
NCT01121614,false,
NCT01120730,false,
NCT01120626,false,
NCT01117506,false,
NCT01116739,false,
NCT01115101,false,
NCT01114503,false,
NCT01114438,false,
NCT01113775,false,
NCT01111344,false,
NCT01111071,false,
NCT01110252,false,
NCT01109901,false,
NCT01109446,false,
NCT01108172,false,
NCT01107795,false,
NCT01107210,false,
NCT01106365,false,
NCT01106131,false,
NCT01105156,false,
NCT01103427,false,
NCT01103297,false,
NCT01103076,false,
NCT01101620,false,
NCT01100450,false,
NCT01100255,false,
NCT01100008,false,
NCT01099826,false,
NCT01099241,false,
NCT01099059,false,
NCT01096225,false,
NCT01095874,false,
NCT01095146,false,
NCT01094665,false,
NCT01094041,false,
NCT01092988,false,
NCT01091584,false,
NCT01090544,false,
NCT01088451,false,
NCT01087320,false,
NCT01084304,false,
NCT01082848,false,
NCT01081236,false,
NCT01080599,false,
NCT01080547,false,
NCT01079273,false,
NCT01077440,false,
NCT01076218,false,
NCT01074684,false,
NCT01074320,false,
NCT01073514,false,
NCT01073332,false,
NCT01071967,false,
NCT01071668,false,
NCT01069887,false,
NCT01069146,false,
NCT01067196,false,
NCT01065623,false,
NCT01064752,false,
NCT01064089,false,
NCT01062776,false,
NCT01061632,false,
NCT01061424,false,
NCT01060683,false,
NCT01059656,false,
NCT01059487,false,
NCT01058265,false,
NCT01057914,false,
NCT01056575,false,
NCT01056224,false,
NCT01055990,false,
NCT01053910,false,
NCT01053455,false,
NCT01052727,false,
NCT01052636,false,
NCT01052532,false,
NCT01052233,false,
NCT01051882,false,
NCT01051375,false,
NCT01047891,false,
NCT01047514,false,
NCT01047111,false,
NCT01043965,false,
NCT01043796,false,
NCT01042873,false,
NCT01042145,false,
NCT01042028,false,
NCT01041755,false,
NCT01041274,false,
NCT01041183,false,
NCT01039896,false,
NCT01039766,false,
NCT01037283,false,
NCT01037023,false,
NCT01036438,false,
NCT01036022,false,
NCT01035021,false,
NCT01032083,false,
NCT01031498,false,
NCT01029236,false,
NCT01027468,false,
NCT01027559,false,
NCT01026883,false,
NCT01026805,false,
NCT01026571,false,
NCT01025375,false,
NCT01023087,false,
NCT01023022,false,
NCT01022294,false,
NCT01021514,false,
NCT01017848,false,
NCT01016353,false,
NCT01015079,false,
NCT01009749,false,
NCT01009697,false,
NCT01009359,false,
NCT01008293,false,
NCT01008241,false,
NCT01005706,false,
NCT01005056,false,
NCT01004562,false,
NCT01001845,false,
NCT01001273,false,
NCT01000207,false,
NCT01001039,false,
NCT01000779,false,
NCT01000571,false,
NCT00999245,false,
NCT00998881,false,
NCT00998647,false,
NCT00998595,false,
NCT00998023,false,
NCT00997698,false,
NCT00997308,false,
NCT00996099,false,
NCT00995436,false,
NCT00994968,false,
NCT00994097,false,
NCT00993603,false,
NCT00992979,false,
NCT00992095,false,
NCT00991783,false,
NCT00991510,false,
NCT00991211,false,
NCT00988130,false,
NCT00985140,false,
NCT00975273,false,
NCT00979966,false,
NCT00979433,false,
NCT00978289,false,
NCT00976898,false,
NCT00976274,false,
NCT00974727,false,
NCT00974532,false,
NCT00973570,false,
NCT00973115,false,
NCT00972998,false,
NCT00970892,false,
NCT00970827,false,
NCT00970177,false,
NCT00969865,false,
NCT00968916,false,
NCT00967330,false,
NCT00967057,false,
NCT00966680,false,
NCT00964847,false,
NCT00964704,false,
NCT00963404,false,
NCT00961623,false,
NCT00961077,false,
NCT00960453,false,
NCT00959465,false,
NCT00959244,false,
NCT00957593,false,
NCT00957372,false,
NCT00956683,false,
NCT00955175,false,
NCT00954109,false,
NCT00952003,false,
NCT00951535,false,
NCT00950508,false,
NCT00949637,false,
NCT00949325,false,
NCT00947037,false,
NCT00944541,false,
NCT00942227,false,
NCT00937339,false,
NCT00937105,false,
NCT00933179,false,
NCT00932399,false,
NCT00931580,false,
NCT00931099,false,
NCT00929721,false,
NCT00929396,false,
NCT00929045,false,
NCT00928382,false,
NCT00928291,false,
NCT00927537,false,
NCT00926458,false,
NCT00925483,false,
NCT00924599,false,
NCT00923949,false,
NCT00922922,false,
NCT00922870,false,
NCT00922415,false,
NCT00921778,false,
NCT00919919,false,
NCT00919698,false,
NCT00918294,false,
NCT00918021,false,
NCT00917085,false,
NCT00916331,false,
NCT00914407,false,
NCT00912535,false,
NCT00912275,false,
NCT00912106,false,
NCT00910065,false,
NCT00909025,false,
NCT00908102,false,
NCT00907400,false,
NCT00907075,false,
NCT00906672,false,
NCT00899392,false,
NCT00899171,false,
NCT00897416,false,
NCT00896220,false,
NCT00895674,false,
NCT00895544,false,
NCT00894582,false,
NCT00894478,false,
NCT00891514,false,
NCT00892515,false,
NCT00891813,false,
NCT00891358,false,
NCT00890591,false,
NCT00890513,false,
NCT00890058,false,
NCT00886977,false,
NCT00884663,false,
NCT00883077,false,
NCT00881829,false,
NCT00880113,false,
NCT00879099,false,
NCT00879021,false,
NCT00877448,false,
NCT00875277,false,
NCT00872339,false,
NCT00871962,false,
NCT00870532,false,
NCT00870025,false,
NCT00867711,false,
NCT00866736,false,
NCT00866541,false,
NCT00865384,false,
NCT00864851,false,
NCT00864591,false,
NCT00859196,false,
NCT00858624,false,
NCT00858520,false,
NCT00858299,false,
NCT00856934,false,
NCT00856427,false,
NCT00855842,false,
NCT00855725,false,
NCT00855296,false,
NCT00855075,false,
NCT00853203,false,
NCT00852852,false,
NCT00852449,false,
NCT00851149,false,
NCT00850798,false,
NCT00850356,false,
NCT00849628,false,
NCT00849433,false,
NCT00849355,false,
NCT00848094,false,
NCT00847977,false,
NCT00845962,false,
NCT00845793,false,
NCT00845338,false,
NCT00845117,false,
NCT00844298,false,
NCT00843934,false,
NCT00843505,false,
NCT00843492,false,
NCT00843297,false,
NCT00839696,false,
NCT00835601,false,
NCT00833092,false,
NCT00833066,false,
NCT00832351,false,
NCT00828035,false,
NCT00827788,false,
NCT00827086,false,
NCT00826813,false,
NCT00826475,false,
NCT00826189,false,
NCT00826033,false,
NCT00825669,false,
NCT00825474,false,
NCT00824746,false,
NCT00817921,false,
NCT00815386,false,
NCT00815048,false,
NCT00814515,false,
NCT00811278,false,
NCT00810550,false,
NCT00810121,false,
NCT00808873,false,
NCT00808860,false,
NCT00808171,false,
NCT00805883,false,
NCT00804219,false,
NCT00804167,false,
NCT00803491,false,
NCT00803426,false,
NCT00803387,false,
NCT00802230,false,
NCT00802009,false,
NCT00800033,false,
NCT00799292,false,
NCT00799123,false,
NCT00797095,false,
NCT00795483,false,
NCT00794482,false,
NCT00791804,false,
NCT00787579,false,
NCT00787904,false,
NCT00786630,false,
NCT00785369,false,
NCT00784498,false,
NCT00783029,false,
NCT00781976,false,
NCT00780858,false,
NCT00777946,false,
NCT00777933,false,
NCT00777868,false,
NCT00777387,false,
NCT00777114,false,
NCT00776217,false,
NCT00776048,false,
NCT00772460,false,
NCT00771823,false,
NCT00769587,false,
NCT00768326,false,
NCT00767637,false,
NCT00766064,false,
NCT00765648,false,
NCT00765375,false,
NCT00763295,false,
NCT00763282,false,
NCT00762138,false,
NCT00761904,false,
NCT00760721,false,
NCT00760500,false,
NCT00759200,false,
NCT00758511,false,
NCT00757445,false,
NCT00755534,false,
NCT00754195,false,
NCT00752856,false,
NCT00749047,false,
NCT00747890,false,
NCT00746525,false,
NCT00744588,false,
NCT00741351,false,
NCT00739700,false,
NCT00738036,false,
NCT00737451,false,
NCT00737412,false,
NCT00736281,false,
NCT00735566,false,
NCT00732602,false,
NCT00732433,false,
NCT00732277,false,
NCT00731276,false,
NCT00729404,false,
NCT00728741,false,
NCT00726531,false,
NCT00725738,false,
NCT00724438,false,
NCT00720525,false,
NCT00719355,false,
NCT00717184,false,
NCT00715962,false,
NCT00715234,false,
NCT00713141,false,
NCT00713089,false,
NCT00712309,false,
NCT00712088,false,
NCT00712049,false,
NCT00711685,false,
NCT00711581,false,
NCT00710723,false,
NCT00710203,false,
NCT00709254,false,
NCT00708760,false,
NCT00706004,false,
NCT00704886,false,
NCT00704314,false,
NCT00704119,false,
NCT00703040,false,
NCT00702195,false,
NCT00701532,false,
NCT00700778,false,
NCT00700193,false,
NCT00697580,false,
NCT00696735,false,
NCT00696605,false,
NCT00695708,false,
NCT00695188,false,
NCT00694421,false,
NCT00693875,false,
NCT00693407,false,
NCT00691821,false,
NCT00690651,false,
NCT00689585,false,
NCT00689520,false,
NCT00688350,false,
NCT00687882,false,
NCT00683540,false,
NCT00683488,false,
NCT00683098,false,
NCT00681785,false,
NCT00676624,false,
NCT00675974,false,
NCT00674986,false,
NCT00674531,false,
NCT00669760,false,
NCT00667576,false,
NCT00667290,false,
NCT00667043,false,
NCT00666094,false,
NCT00664820,false,
NCT00664066,false,
NCT00663923,false,
NCT00663520,false,
NCT00663455,false,
NCT00663156,false,
NCT00662103,false,
NCT00660894,false,
NCT00659880,false,
NCT00658866,false,
NCT00655499,false,
NCT00654641,false,
NCT00651781,false,
NCT00649246,false,
NCT00647504,false,
NCT00646698,false,
NCT00645606,false,
NCT00639444,false,
NCT00639366,false,
NCT00637936,false,
NCT00636389,false,
NCT00636337,false,
NCT00636311,false,
NCT00634699,false,
NCT00633867,false,
NCT00633737,false,
NCT00631631,false,
NCT00628719,false,
NCT00628160,false,
NCT00627887,false,
NCT00626990,false,
NCT00627380,false,
NCT00624546,false,
NCT00624039,false,
NCT00623441,false,
NCT00622518,false,
NCT00620971,false,
NCT00619632,false,
NCT00614146,false,
NCT00610844,false,
NCT00610324,false,
NCT00610077,false,
NCT00609921,false,
NCT00608686,false,
NCT00607789,false,
NCT00606528,false,
NCT00605787,false,
NCT00600431,false,
NCT00598299,false,
NCT00595842,false,
NCT00595062,false,
NCT00594178,false,
NCT00593086,false,
NCT00591708,false,
NCT00589251,false,
NCT00589368,false,
NCT00587951,false,
NCT00587028,false,
NCT00586677,false,
NCT00585949,false,
NCT00583765,false,
NCT00583687,false,
NCT00583258,false,
NCT00582491,false,
NCT00582036,false,
NCT00581178,false,
NCT00580294,false,
NCT00578058,false,
NCT00577031,false,
NCT00573703,false,
NCT00573820,false,
NCT00573040,false,
NCT00573027,false,
NCT00571844,false,
NCT00571480,false,
NCT00571233,false,
NCT00570050,false,
NCT00568412,false,
NCT00566774,false,
NCT00566670,false,
NCT00566527,false,
NCT00563823,false,
NCT00564148,false,
NCT00563966,false,
NCT00563875,false,
NCT00563238,false,
NCT00560859,false,
NCT00559130,false,
NCT00558337,false,
NCT00555633,false,
NCT00555165,false,
NCT00554905,false,
NCT00554684,false,
NCT00554489,false,
NCT00553397,false,
NCT00552357,false,
NCT00549523,false,
NCT00547326,false,
NCT00545363,false,
NCT00544349,false,
NCT00542243,false,
NCT00540852,false,
NCT00539266,false,
NCT00538070,false,
NCT00522717,false,
NCT00535756,false,
NCT00535054,false,
NCT00533338,false,
NCT00531297,false,
NCT00531219,false,
NCT00530738,false,
NCT00529945,false,
NCT00529230,false,
NCT00528138,false,
NCT00526903,false,
NCT00524147,false,
NCT00521846,false,
NCT00520520,false,
NCT00518921,false,
NCT00519467,false,
NCT00519441,false,
NCT00519155,false,
NCT00516269,false,
NCT00515775,false,
NCT00514813,false,
NCT00513370,false,
NCT00512785,false,
NCT00509847,false,
NCT00507988,false,
NCT00507572,false,
NCT00505323,false,
NCT00503386,false,
NCT00501423,false,
NCT00500045,false,
NCT00499915,false,
NCT00499421,false,
NCT00497406,false,
NCT00497302,false,
NCT00490633,false,
NCT00491647,false,
NCT00491491,false,
NCT00488189,false,
NCT00487045,false,
NCT00486993,false,
NCT00486213,false,
NCT00480922,false,
NCT00480103,false,
NCT00477373,false,
NCT00477360,false,
NCT00474409,false,
NCT00473031,false,
NCT00473993,false,
NCT00473161,false,
NCT00473122,false,
NCT00473057,false,
NCT00470652,false,
NCT00468598,false,
NCT00467363,false,
NCT00466986,false,
NCT00466271,false,
NCT00466063,false,
NCT00465790,false,
NCT00462579,false,
NCT00457743,false,
NCT00455884,false,
NCT00455676,false,
NCT00454597,false,
NCT00454259,false,
NCT00453817,false,
NCT00452803,false,
NCT00448461,false,
NCT00446927,false,
NCT00445939,false,
NCT00444470,false,
NCT00444249,false,
NCT00441038,false,
NCT00440908,false,
NCT00438685,false,
NCT00438074,false,
NCT00436878,false,
NCT00436293,false,
NCT00435370,false,
NCT00435201,false,
NCT00432939,false,
NCT00430820,false,
NCT00428454,false,
NCT00427167,false,
NCT00427037,false,
NCT00421642,false,
NCT00420563,false,
NCT00420303,false,
NCT00419354,false,
NCT00418899,false,
NCT00418470,false,
NCT00417651,false,
NCT00412386,false,
NCT00412048,false,
NCT00410696,false,
NCT00409331,false,
NCT00409110,false,
NCT00395980,false,
NCT00395642,false,
NCT00392210,false,
NCT00388167,false,
NCT00386048,false,
NCT00384891,false,
NCT00384371,false,
NCT00382564,false,
NCT00382499,false,
NCT00377715,false,
NCT00376493,false,
NCT00376246,false,
NCT00373035,false,
NCT00370773,false,
NCT00365235,false,
NCT00362934,false,
NCT00362778,false,
NCT00362765,false,
NCT00362622,false,
NCT00361543,false,
NCT00359957,false,
NCT00358696,false,
NCT00356486,false,
NCT00355810,false,
NCT00355394,false,
NCT00354614,false,
NCT00350909,false,
NCT00348868,false,
NCT00345709,false,
NCT00344370,false,
NCT00344149,false,
NCT00343928,false,
NCT00342927,false,
NCT00342290,false,
NCT00342147,false,
NCT00341653,false,
NCT00340457,false,
NCT00340652,false,
NCT00339573,false,
NCT00332098,false,
NCT00329680,false,
NCT00327977,false,
NCT00327964,false,
NCT00327613,false,
NCT00327067,false,
NCT00325780,false,
NCT00325221,false,
NCT00322985,false,
NCT00322309,false,
NCT00321269,false,
NCT00319644,false,
NCT00319527,false,
NCT00314548,false,
NCT00314015,false,
NCT00313937,false,
NCT00308893,false,
NCT00306111,false,
NCT00304941,false,
NCT00293293,false,
NCT00288314,false,
NCT00287898,false,
NCT00285649,false,
NCT00283894,false,
NCT00283868,false,
NCT00281606,false,
NCT00280709,false,
NCT00276939,false,
NCT00271921,false,
NCT00271245,false,
NCT00270829,false,
NCT00267982,false,
NCT00265811,false,
NCT00265187,false,
NCT00265109,false,
NCT00253266,false,
NCT00251888,false,
NCT00245492,false,
NCT00243776,false,
NCT00235573,false,
NCT00232219,false,
NCT00230113,false,
NCT00229255,false,
NCT00228683,false,
NCT00227825,false,
NCT00227695,false,
NCT00225251,false,
NCT00222014,false,
NCT00221793,false,
NCT00221169,false,
NCT00220038,false,
NCT00218504,false,
NCT00216138,false,
NCT00214760,false,
NCT00213720,false,
NCT00212615,false,
NCT00212511,false,
NCT00209287,false,
NCT00204490,false,
NCT00204243,false,
NCT00204048,false,
NCT00202449,false,
NCT00199693,false,
NCT00188734,false,
NCT00188344,false,
NCT00180128,false,
NCT00178906,false,
NCT00178204,false,
NCT00177866,false,
NCT00175461,false,
NCT00169325,false,
NCT00166387,false,
NCT00165685,false,
NCT00154076,false,
NCT00152568,false,
NCT00149942,false,
NCT00148993,false,
NCT00146679,false,
NCT00144001,false,
NCT00140504,false,
NCT00135187,false,
NCT00129480,false,
NCT00129246,false,
NCT00123526,false,
NCT00123305,false,
NCT00121368,false,
NCT00119821,false,
NCT00119028,false,
NCT00118300,false,
NCT00112242,false,
NCT00107029,false,
NCT00103896,false,
NCT00100321,false,
NCT00100308,false,
NCT00089739,false,
NCT00084292,false,
NCT00079053,false,
NCT00078078,false,
NCT00077909,false,
NCT00073775,false,
NCT00071916,false,
NCT00070863,false,
NCT00062452,false,
NCT00059683,false,
NCT00055640,false,
NCT00054743,false,
NCT00050700,false,
NCT00047879,false,
NCT00033917,false,
NCT00028340,false,
NCT00028106,false,
NCT00027183,false,
NCT00026663,false,
NCT00014079,false,
NCT00006076,false,
NCT00004317,false,
NCT00004040,false,
NCT00003403,false,
NCT00001762,false,
NCT00001711,false,
NCT00001309,false,
NCT00001248,false,
NCT00001204,false,
NCT00001184,false,
NCT00000190,false,
NCT03008564,false,
NCT03007498,false,
NCT03005873,false,
NCT03005834,false,
NCT03005652,false,
NCT03004911,false,
NCT03004690,false,
NCT03004079,false,
NCT03003208,false,
NCT02999542,false,
NCT02999100,false,
NCT02997592,false,
NCT02997267,false,
NCT02996617,false,
NCT02995759,false,
NCT02995213,false,
NCT02995044,false,
NCT02993393,false,
NCT02993302,false,
NCT02991690,false,
NCT02990559,false,
NCT02990507,false,
NCT02989831,false,
NCT02989311,false,
NCT02988349,false,
NCT02988310,false,
NCT02986945,false,
NCT02986893,false,
NCT02986841,false,
NCT02985437,false,
NCT02984514,false,
NCT02984176,false,
NCT02983851,false,
NCT02983812,false,
NCT02983318,false,
NCT02983136,false,
NCT02982408,false,
NCT02980861,false,
NCT02976181,false,
NCT02980081,false,
NCT02979964,false,
NCT02979002,false,
NCT02978794,false,
NCT02976818,false,
NCT02976649,false,
NCT02974777,false,
NCT02971098,false,
NCT02970643,false,
NCT02970604,false,
NCT02969759,false,
NCT02969512,false,
NCT02969278,false,
NCT02965898,false,
NCT02961296,false,
NCT02958943,false,
NCT02958111,false,
NCT02957383,false,
NCT02941172,false,
NCT02955641,false,
NCT02951585,false,
NCT02951260,false,
NCT02950584,false,
NCT02949375,false,
NCT02849327,false,
NCT02948231,false,
NCT02947269,false,
NCT02945397,false,
NCT02913820,false,
NCT02944175,false,
NCT02943356,false,
NCT02943278,false,
NCT02941731,false,
NCT02926560,false,
NCT02937623,false,
NCT02938624,false,
NCT02935803,false,
NCT02935348,false,
NCT02932579,false,
NCT02934061,false,
NCT02933593,false,
NCT02932657,false,
NCT02932540,false,
NCT02932397,false,
NCT02931669,false,
NCT02931513,false,
NCT02930070,false,
NCT02893046,false,
NCT02927288,false,
NCT02926287,false,
NCT02925884,false,
NCT02925637,false,
NCT02924935,false,
NCT02924896,false,
NCT02924597,false,
NCT02922803,false,
NCT02922400,false,
NCT02920437,false,
NCT02920411,false,
NCT02919462,false,
NCT02918526,false,
NCT02918383,false,
NCT02918305,false,
NCT02917759,false,
NCT02917395,false,
NCT02914873,false,
NCT02913183,false,
NCT02912741,false,
NCT02912039,false,
NCT02911896,false,
NCT02910206,false,
NCT02908776,false,
NCT02908347,false,
NCT02907931,false,
NCT02907879,false,
NCT02907515,false,
NCT02907021,false,
NCT02906384,false,
NCT02901795,false,
NCT02901769,false,
NCT02901691,false,
NCT02899117,false,
NCT02898818,false,
NCT02898064,false,
NCT02897115,false,
NCT02896829,false,
NCT02896413,false,
NCT02896010,false,
NCT02894632,false,
NCT02894463,false,
NCT02894112,false,
NCT02893670,false,
NCT02892877,false,
NCT02892747,false,
NCT02891785,false,
NCT02891525,false,
NCT02891499,false,
NCT02889939,false,
NCT02889874,false,
NCT02889055,false,
NCT02888483,false,
NCT02885779,false,
NCT02886468,false,
NCT02885428,false,
NCT02884596,false,
NCT02883738,false,
NCT02880462,false,
NCT02880254,false,
NCT02879955,false,
NCT02878070,false,
NCT02876276,false,
NCT02874365,false,
NCT02874196,false,
NCT02874118,false,
NCT02873325,false,
NCT02872155,false,
NCT02870465,false,
NCT02869399,false,
NCT02868814,false,
NCT02867293,false,
NCT02867189,false,
NCT02866396,false,
NCT02866318,false,
NCT02864966,false,
NCT02864680,false,
NCT02863367,false,
NCT02862691,false,
NCT02862405,false,
NCT02861287,false,
NCT02860845,false,
NCT02859987,false,
NCT02859688,false,
NCT02858349,false,
NCT02857452,false,
NCT02856607,false,
NCT02855775,false,
NCT02854150,false,
NCT02853188,false,
NCT02853149,false,
NCT02852447,false,
NCT02851251,false,
NCT02850887,false,
NCT02849912,false,
NCT02849730,false,
NCT02849379,false,
NCT02840552,false,
NCT02846870,false,
NCT02846558,false,
NCT02845687,false,
NCT02844673,false,
NCT02842177,false,
NCT02838498,false,
NCT02838394,false,
NCT02837419,false,
NCT02836314,false,
NCT02835768,false,
NCT02835066,false,
NCT02834962,false,
NCT02833662,false,
NCT02832349,false,
NCT02831803,false,
NCT02831088,false,
NCT02830711,false,
NCT02827214,false,
NCT02826980,false,
NCT02826733,false,
NCT02826330,false,
NCT02825992,false,
NCT02825862,false,
NCT02825082,false,
NCT02824978,false,
NCT02824601,false,
NCT02818985,false,
NCT02818959,false,
NCT02818296,false,
NCT02817893,false,
NCT02817763,false,
NCT02817685,false,
NCT02420834,false,
NCT02813304,false,
NCT02812732,false,
NCT02812628,false,
NCT02812303,false,
NCT02809794,false,
NCT02808533,false,
NCT02807714,false,
NCT02807662,false,
NCT02806791,false,
NCT02806479,false,
NCT02804971,false,
NCT02804113,false,
NCT02801136,false,
NCT02799147,false,
NCT02798042,false,
NCT02797652,false,
NCT02797145,false,
NCT02796599,false,
NCT02796339,false,
NCT02795260,false,
NCT02793349,false,
NCT02793206,false,
NCT02793180,false,
NCT02792140,false,
NCT02791776,false,
NCT02791672,false,
NCT02791217,false,
NCT02790749,false,
NCT02790333,false,
NCT02788955,false,
NCT02788942,false,
NCT02788383,false,
NCT02787759,false,
NCT02786966,false,
NCT02786823,false,
NCT02784119,false,
NCT02783612,false,
NCT02781077,false,
NCT02780089,false,
NCT02779686,false,
NCT02778932,false,
NCT02778412,false,
NCT02778035,false,
NCT02777489,false,
NCT02777437,false,
NCT02777268,false,
NCT02777021,false,
NCT02776423,false,
NCT02776969,false,
NCT02775552,false,
NCT02774564,false,
NCT02774538,false,
NCT02771483,false,
NCT02768818,false,
NCT02769039,false,
NCT02768883,false,
NCT02767375,false,
NCT02765776,false,
NCT02763189,false,
NCT02761720,false,
NCT02760199,false,
NCT02757781,false,
NCT02757573,false,
NCT02757456,false,
NCT02757053,false,
NCT02756104,false,
NCT02755961,false,
NCT02754258,false,
NCT02753686,false,
NCT02752360,false,
NCT02751957,false,
NCT02749019,false,
NCT02748460,false,
NCT02747550,false,
NCT02746588,false,
NCT02746445,false,
NCT02745964,false,
NCT02744222,false,
NCT02743702,false,
NCT02742597,false,
NCT02740621,false,
NCT02740491,false,
NCT02741583,false,
NCT02740686,false,
NCT02740439,false,
NCT02740361,false,
NCT02737488,false,
